signature	mode_exposure	mean_exposure	median_exposure	0%	100%	2.5%	25%	75%	97.5%
Signature 1	0.02959417949241032	0.030564451891851033	0.03034505058301172	0.008731365868399054	0.056585017361904334	0.014233176154824343	0.0251405814850914	0.035750186220124186	0.04803374640125302
Signature 2	0.10913780646449717	0.10845649729411795	0.10862693250540473	0.08574456878736078	0.12540952123591512	0.09616370487518633	0.10435399879868403	0.11272127582718901	0.12084363234738439
Signature 3	0.01981618643045635	0.02991644213230732	0.028524050643940292	1.2894716732861773e-4	0.1079406854591205	0.0030589281293807264	0.016340530244556787	0.04122311991368846	0.06815626610772056
Signature 4	3.384513745151778e-4	0.0011758385734382383	8.37691529124849e-4	9.595834870465222e-7	0.011504679439324449	3.4581802789758565e-5	3.252804963485385e-4	0.0016430969407577856	0.004204995197868925
Signature 5	0.2215821563868436	0.22816495581479188	0.22800922096742648	0.08654769463146883	0.35995586299566334	0.1342538347670804	0.1955813007764628	0.2633276626079934	0.31525896892257244
Signature 6	5.793489656670107e-4	0.0018300901895944922	0.0013123797926765854	2.5541993469380657e-6	0.013653114212648153	5.0295408576202824e-5	5.622696048852225e-4	0.0025625714494777307	0.006462734970330061
Signature 7	4.819275030689314e-4	0.001659056048009381	0.0011982983762477439	1.8176461941565622e-6	0.009157054375498385	2.7046717728867375e-5	5.125855728605941e-4	0.0023573540854280686	0.00578707656757692
Signature 8	0.17749522924234962	0.1784354702515104	0.17848058415261656	0.11518398887106976	0.24510022176383198	0.13794436164364993	0.16460956882221292	0.19275751696812057	0.21722225456143324
Signature 9	0.1531908824304977	0.1546179364572436	0.15402692940054127	0.09348971684437249	0.2066794951145899	0.12138326241011917	0.1425399432958257	0.16766395442453003	0.18812379301067714
Signature 10	1.9122493664706447e-4	7.772454279508147e-4	5.739326149233463e-4	2.6061428945195847e-6	0.004808118386638975	2.2867734625914686e-5	2.068268751280961e-4	0.0010517948789265654	0.0031099169747083296
Signature 11	0.0023544084410700777	0.006221869989623474	0.005085719583974408	4.870930745873777e-7	0.024560245518168787	1.5518523972689847e-4	0.002434418756659871	0.009197871794957735	0.01791646042179395
Signature 12	0.0035312092524629485	0.008847620783546702	0.007012751787894445	1.1905578111657447e-5	0.03467380561584173	4.90634289666957e-4	0.003395699371251996	0.012892776160359215	0.02598349747592281
Signature 13	1.4078469809715238e-4	4.7229946655995514e-4	3.240477987862358e-4	4.7550029280149045e-8	0.0032814680492069255	1.0241629127840851e-5	1.3434648617957997e-4	6.45899059267847e-4	0.001707362833361466
Signature 14	1.7251100461299936e-4	7.247823892867096e-4	5.159941574413206e-4	9.513483049301881e-7	0.006360112391331498	9.63918701399028e-6	1.779171372567551e-4	9.718735007623002e-4	0.002819972728855041
Signature 15	5.41296464143746e-4	0.0015773986093901469	0.0011597189941400582	4.300575410901413e-6	0.008739802943325272	7.282922286150118e-5	5.349835618333602e-4	0.0021983207417959625	0.00530876042246797
Signature 16	0.16437516761683307	0.16877883747918157	0.16766755752837278	0.0775597749002703	0.26789736227185906	0.11017733892412843	0.15019151552258653	0.1883575470597123	0.22353843319798508
Signature 17	3.299692629159974e-4	0.0013327393479040076	9.674547538218089e-4	6.498221007578399e-7	0.011342814928299244	3.069483113711482e-5	3.517704093294288e-4	0.0018293427622081537	0.004761089471131911
Signature 18	3.689999893399929e-4	0.00125459604503623	8.668416274827469e-4	2.18275280060345e-6	0.0076786638708362855	3.3640353757464724e-5	3.718244081434288e-4	0.0017804358336633507	0.00453596664631775
Signature 19	9.481160955558878e-4	0.003302737445457068	0.0023290717379522877	6.655021485825456e-6	0.019322233763313327	1.4717397592722972e-4	9.359461704880886e-4	0.004547175317110549	0.011701200686724457
Signature 20	3.231759413552522e-4	0.0010707998345565561	7.440944250909715e-4	1.046030917961411e-6	0.008466561277160865	2.239842532708734e-5	3.1594894155234404e-4	0.0015051598128684135	0.003931550219047497
Signature 21	3.3033215308532363e-4	0.0013203983517691047	8.667915160638524e-4	6.111505744523439e-6	0.008257911562628126	4.490089642549164e-5	3.1581624228234774e-4	0.0019078309360973126	0.004951014975874634
Signature 22	2.695946208062059e-4	8.771346401063498e-4	6.23392973894472e-4	1.679078570104665e-6	0.006329618912472586	2.725386747701488e-5	2.774017199442855e-4	0.0012034037516989332	0.003049655098385679
Signature 23	3.3612213563512466e-4	0.0010941377889720544	8.329058645149276e-4	3.943563106570933e-6	0.00729371802999455	4.0042643694650486e-5	3.5093290368719336e-4	0.0014803272283492434	0.0039291005385180995
Signature 24	0.00017309065080978008	6.192036757397362e-4	4.4570654589676153e-4	9.424486620588259e-7	0.004376890450040911	1.5143066638364115e-5	1.6960806667410018e-4	8.891903377553626e-4	0.0022292397606641016
Signature 25	0.015751744870424526	0.020829409081064357	0.018412518370913976	1.413024685601535e-5	0.08752697258900782	0.001758162109025684	0.00981704784891627	0.02888665329295996	0.052408283100233544
Signature 26	5.324189417910356e-4	0.0017895887191492614	0.0012428511819522954	2.127972434373238e-7	0.01136526972973792	3.418462132772349e-5	5.032695288583633e-4	0.002549772434781599	0.0065998432435627336
Signature 27	0.01566071585269723	0.015682861608143972	0.015487041606480175	0.002979284926015545	0.03190051330185099	0.006851968374187786	0.012309949360475293	0.018674199054572137	0.024937180718009
Signature 28	0.00092092465501430955	0.0026489329812223474	0.0019372164774691877	1.4168937814665339e-5	0.01926396384672711	1.1611580065368316e-4	9.116866882981524e-4	0.003717208680486229	0.009205289084783677
Signature 29	5.032499109124634e-4	0.0016101901101030476	0.0011213410426584311	6.352671751503941e-7	0.01034606288743399	3.335480734885255e-5	4.82172166844849e-4	0.0021820203390133974	0.005704041504697566
Signature 30	0.023938883946716165	0.024346477572372245	0.023640078246567806	3.8420690844143666e-5	0.060196536025427884	0.0033238720763071623	0.015018982635491224	0.032813793344966785	0.05240552540787421
