signature	mode_exposure	mean_exposure	median_exposure	0%	100%	2.5%	25%	75%	97.5%
Signature 1	568.5903936262029	570.9046979861533	570.5272429506148	415.7619186838659	740.8057765305299	466.82210397159065	538.0073213017492	605.2985865855721	676.4135508181561
Signature 2	329.6585179836097	327.42497027870564	328.111786718718	232.72593400139584	416.5712977683057	272.1738282873793	308.9725451107579	345.60015323698843	384.2144285997143
Signature 3	32.119318454079206	95.8686355766514	82.02675292562388	0.048613977057172915	470.7110706240644	2.530212579440919	36.8996344948567	144.55830628330938	252.177974905134
Signature 4	3.932769487331597	13.803824312957808	10.193589653651529	0.00483927311809179	83.47591721874703	0.4504635860646257	4.2614011761640676	18.764527580873533	47.25766660859039
Signature 5	1015.1784792790664	1061.1971483543634	1056.424580772734	402.8185273314436	1595.655870700742	655.084429894108	930.0426289470495	1206.0268695199275	1435.0096138222596
Signature 6	2.620082270074973	9.16277222979412	7.018438979069577	0.004477753532842164	68.00160766840138	0.34570034393080556	2.9424454750360898	12.428288267516306	31.653157114464413
Signature 7	8.301826594472288	21.191171604779264	16.91424917092249	0.1369798787909361	124.56335250670553	1.0741711753661705	8.131112541681993	29.74133164003662	66.82928357080363
Signature 8	1012.5264105428166	980.5925246779514	982.5936397069208	639.4526131656112	1266.013369841214	768.1902987783268	911.3531279649761	1051.9308621794544	1171.49339788722
Signature 9	685.6536139741646	676.7216937351458	676.7405307959187	424.83885623942797	930.5065325801542	509.4215844622528	614.6956851748396	733.1961150539189	843.3413620199109
Signature 10	2.672301576798234	9.049040162407318	6.539926603922446	0.03065878536847386	53.21727015102249	0.31048750243195394	2.8713619389073	12.69152512959223	30.50245483203737
Signature 11	70.16192534782265	70.70280666979474	69.70677209343066	0.48227814209560965	178.6227709212836	6.324432356901904	45.70977636680186	92.61162058490174	148.57503951083382
Signature 12	103.39853318841456	113.21356314875784	107.73964742490261	0.09674701172061204	379.4734291558827	10.086828437615926	57.38053371856307	160.7285755493022	252.02045138475376
Signature 13	1.2274245305854778	4.057500798272889	2.8753636618748155	0.012675658987355402	25.743274816234962	0.09289069120377448	1.2485775016782381	5.709561696779971	13.617764012994671
Signature 14	1.3960791174065328	5.284707875723687	3.503569262115844	3.9240987670408127e-4	31.502997578791977	0.09132530085114177	1.3040270200183612	7.732309436122146	20.148095489926618
Signature 15	2.5874952029866645	9.00221797517168	5.751143939961212	5.123663873996827e-4	58.955020620230094	0.1740419355914499	2.446198934081339	13.152000434411931	34.304115871114696
Signature 16	145.05054610798618	174.04229555343937	157.98181642806878	1.5986671620700847	587.7844924315553	12.039232249639992	84.85872253676334	249.23121184447655	429.9310477203059
Signature 17	1.9803418030192557	8.368940138225854	5.961104440800257	0.008977574789389828	55.90836463275295	0.19499697196208418	2.1278075194872343	11.557753359319474	30.28289922888322
Signature 18	6.408403508278537	20.206386390688873	14.45558808617474	0.2024969846260707	105.44832107279083	0.734287171898186	6.241337322616302	29.597902354390243	67.3644549585074
Signature 19	4.290506210350966	14.588986066557236	8.732406393828217	0.002368685574674892	91.27815769150361	0.40769493452735883	3.98988993721257	21.45788008131312	52.21136766353986
Signature 20	2.1115503696671682	7.320081450604549	4.975594834204525	0.006397720672757706	56.99288304647372	0.3009814003214542	2.0013669466936093	10.45851439519503	25.310675818337085
Signature 21	3.28440605334412	11.451683833840283	7.982443617185182	0.014591983264293118	76.03260555781567	0.2559830664171063	3.3438968264213695	16.01461811907693	40.78031919389193
Signature 22	1.8223571794826596	5.60552746073301	3.579822544541882	0.018203019896468615	52.06405761048689	0.16590621159637367	1.6654301063786046	7.5165925007855146	20.75062022576376
Signature 23	2.398913949251252	7.332549929282876	5.298314575884012	3.9794263105956264e-5	52.678190929939845	0.256070465136237	2.4751532867919477	10.065226504868484	24.620704330379542
Signature 24	1.7575459228433448	6.570657089802364	4.18801442915937	2.804407386273932e-4	56.26506102984707	0.07956069282532058	1.6707819815109226	9.004367380638133	26.930164275696505
Signature 25	68.43629193072258	96.3504286549497	88.56880377135005	0.19918077700876133	319.2245765039005	6.793502837408796	48.104630675714304	134.86954643229328	236.38324270957995
Signature 26	3.618928998082362	13.899314007233434	9.447520347469524	0.021766920851028104	120.94768469706459	0.4616559851738582	3.5955507264949946	19.152379898436152	53.85144084067164
Signature 27	19.088737490365716	28.865557783548947	26.936058477242344	0.011270459532959416	98.07070306168154	0.8038482156805409	15.136112782144506	40.023457993459544	68.93915788308543
Signature 28	5.35937827771061	16.824514021216334	12.725556159000753	0.013282356984766352	83.50863870436066	0.5562280718124856	5.513289064450881	24.908632593292374	50.428365851136135
Signature 29	4.169849775883531	14.570082052263935	10.364000885530071	0.02575780699693107	104.89883345798079	0.5004479927800392	4.313629836556519	20.366160070667007	48.41532003076819
Signature 30	7.934357565990675	26.82572018098286	20.93689945091549	0.010967414193012549	135.38587164470172	0.7763699529252128	8.779224141053142	37.26469770844689	83.15756993182198
