signature	mode_exposure	mean_exposure	median_exposure	0%	100%	2.5%	25%	75%	97.5%
Signature 1	0.09081785307556883	0.09053652418507664	0.09016663070669316	0.049569752393600834	0.1395062837926423	0.06577723739763172	0.08139414866052781	0.0991367828333545	0.11720061816950694
Signature 2	0.04922974944108914	0.05248953214989002	0.05243241896727954	0.02256799477274018	0.07678024967458871	0.03894904611425756	0.047317039497283435	0.05772705607262919	0.06667212256461717
Signature 3	0.0898480110313742	0.09849256506394677	0.09787873836289976	0.007586656216667194	0.20453311015536785	0.03923834030460073	0.07855526492952637	0.11934808118220197	0.15661486743974373
Signature 4	5.333233146975907e-4	0.0019577500099302613	0.001270853642132628	3.184717580120166e-6	0.011490937770111844	3.454328805131892e-5	4.903012991926743e-4	0.002781028220760028	0.007556717253074229
Signature 5	0.14139986871957683	0.1603259863056587	0.15538957350015306	0.003282040091598325	0.3889695839180549	0.029226725070384183	0.11226294198350946	0.20923183205638465	0.3036362343577262
Signature 6	0.0010224751703313884	0.0032322298283184543	0.0022017754623327637	8.175255130221936e-7	0.01955617642041545	3.436856598610492e-5	9.440593788885218e-4	0.004658847136075625	0.011171016052502732
Signature 7	8.396929634790534e-4	0.002493870628753844	0.001728462932614122	4.741370214442788e-6	0.014541174419175058	6.170151353629442e-5	7.612610885501691e-4	0.0034173257723834997	0.009208624135791163
Signature 8	0.1067854631339512	0.10315787653258449	0.10298105425913084	0.030984159396207217	0.17857719672170524	0.05394673480208299	0.0828014338674248	0.12130308088104258	0.15725110107825183
Signature 9	0.17382676443479836	0.1671049424028635	0.16800377315147838	0.08664045705472809	0.2630675023945715	0.11657000025112417	0.15069125708512776	0.18237505157384198	0.21448938602680456
Signature 10	6.976963192816732e-4	0.001916770351609934	0.0013943504283071002	7.757369715427111e-7	0.013001257442050626	5.05985299925201e-5	6.518724756018802e-4	0.002555305217718493	0.00667041905766867
Signature 11	0.03695942255508189	0.03629000922544166	0.036208511182433664	0.003609948679050084	0.06951423833139996	0.014937128419006615	0.028514968686923825	0.04381385333307271	0.05739075815553588
Signature 12	0.017209852529632565	0.029116151009426664	0.025612809544271926	4.354694152721779e-5	0.10239350871424785	0.001529969917809821	0.013333179720881	0.04217698760535644	0.0734106419606241
Signature 13	4.5608258285361066e-4	0.0016211295932762324	0.0011647618420767922	1.3879450566478295e-6	0.011592725111125517	5.251277832854697e-5	4.5912479320117547e-4	0.002304525105570147	0.005488605764759235
Signature 14	4.8261282667000545e-4	0.0016329413715300133	0.0011573605457569826	6.08311477964662e-7	0.01287653751841558	2.4232172987515125e-5	5.052916102159068e-4	0.0022649832861182267	0.0060911027209046625
Signature 15	0.001163643101028683	0.00352409092124361	0.0024737650507095114	1.9127927390039936e-8	0.01989091552105716	1.0183779152480683e-4	0.001124556458710205	0.004943816838681724	0.012960547441337981
Signature 16	0.14713655894200414	0.14382572881025585	0.14569647999176127	0.017739712816066518	0.2886571202562229	0.06644030608167964	0.11736559916009072	0.17010904845310948	0.21708262151299626
Signature 17	7.133776492143458e-4	0.00235687660461127	0.0017162053318442408	7.731356710645503e-7	0.01495478845002879	6.891127881175338e-5	7.322943489238476e-4	0.0031394027473547205	0.007988529190994147
Signature 18	6.222957283543772e-4	0.0023276505398501968	0.0016776115835544947	4.273675971879801e-6	0.019775134458105942	6.119660629986483e-5	6.42366311277652e-4	0.003218080210924	0.008437532304002607
Signature 19	0.001834775545594778	0.006271125404089147	0.004500296234024847	5.440995800848385e-6	0.038758048672941726	1.6869723743432872e-4	0.0018148416000976215	0.008981821233747111	0.021407969495329318
Signature 20	5.506778788843013e-4	0.0020712808731948953	0.0014608789111655801	2.236188992266561e-6	0.017322694593494295	3.144123753909488e-5	6.027407329685976e-4	0.002755162337557043	0.008506459212022296
Signature 21	0.0010868525227407896	0.0032760421149048108	0.002351468581117099	1.8513733892484155e-5	0.019138116709188083	9.508014913605692e-5	0.001017947966021371	0.004587520979613621	0.011518089701962653
Signature 22	4.695891823345797e-4	0.001535904705279526	0.001076454383660557	4.736957143160687e-6	0.00856063034223855	3.268332830061031e-5	4.4818392793006097e-4	0.0021828501495491878	0.005396192253487198
Signature 23	7.011148543851113e-4	0.0023187895863840163	0.0017046808765294715	5.328966969824769e-7	0.011728706512168618	5.739696640981757e-5	7.050249616448384e-4	0.0032839243786102253	0.007949562670137281
Signature 24	3.4431179901761415e-4	0.0011783778728800722	8.156144440926356e-4	1.4348643698826444e-6	0.005866480741006114	3.283483185285112e-5	3.426547015250879e-4	0.0016147468995107745	0.004441534788402309
Signature 25	0.054515560516670974	0.05071937532011442	0.050312278304598314	0.0017012940747873737	0.13107472156637048	0.007713437143224114	0.03458023353706462	0.06519897642353467	0.09799868702817248
Signature 26	0.001269902788113812	0.004488532007946267	0.0033207842808226735	7.025727296619055e-6	0.03581858235446927	1.16922818432051e-4	0.001358548097528455	0.006061191807429241	0.016955140218053725
Signature 27	0.0035344621793654924	0.006081445749665017	0.005160792237962954	4.786516135537183e-5	0.026265107889988704	3.7781104494111537e-4	0.0028008421794707625	0.008492577434321366	0.016393280207778572
Signature 28	0.0033984789256689017	0.007114957456534283	0.006035424918552482	5.136072899971152e-7	0.03326382270062071	3.0645511365225007e-4	0.00298850837901582	0.010259924685711718	0.020015120809093033
Signature 29	8.079269921497671e-4	0.0026231593677678113	0.00187834949376222	5.565523684490864e-6	0.02588500964487499	6.271441681876769e-5	8.019398684669035e-4	0.0035427605539780005	0.009490202392993705
Signature 30	0.0035435157224159904	0.009918384006971617	0.00802764711227589	1.2487611440073314e-6	0.05754849503399552	2.5580517010668813e-4	0.0034221677469772043	0.014367701598625701	0.02873709818477847
