signature	mode_exposure	mean_exposure	median_exposure	0%	100%	2.5%	25%	75%	97.5%
Signature 1	258.349811309973	255.85971897685982	255.98440622211749	102.83968996196117	387.89413916939503	182.73205274892138	230.35867617534797	282.95920423297883	330.89918966960863
Signature 2	15.200116258736827	21.55086313050583	19.6635659292403	0.0479625862280733	76.32087029970776	0.9352602384859475	10.472566203421309	30.869381035759524	52.82991012596465
Signature 3	885.5066560228106	878.952008553977	880.1524694430192	593.968940500734	1172.888721218375	688.2806345559476	816.6246635413655	941.2160979502898	1049.8766460071315
Signature 4	3.7358873877046053	12.895757075525545	9.547275232040569	0.05767344604027532	77.62345077482871	0.5504318147236464	4.109787731753864	17.963003236099258	42.657235072573805
Signature 5	105.27693074003359	182.66417802122712	149.44463973415503	0.16686057870266616	777.6664130964051	8.012671049098296	76.43291285377367	257.8281280629751	524.7821894092731
Signature 6	7.888852516394067	23.63985454341561	19.171538335771814	0.01875910776543269	155.82049065559997	0.7217623506553714	8.41838586216075	33.279152359819896	73.31330874918692
Signature 7	2.5771185278977944	9.09497789256941	5.953711515993747	0.016309014424629606	59.923803527506045	0.36389536277072776	2.3200962420036397	13.022602696252534	33.01723255838009
Signature 8	56.014979990258816	90.30478236325871	77.20234460546735	0.06978856239189815	373.6007166973989	6.049362103278262	39.93214622444437	132.15064221384466	234.67413356008822
Signature 9	176.71848352542818	194.41285890966435	191.11131617328527	49.81980051777389	392.3240335489337	101.56232504018712	158.57925713483996	229.10688790631002	298.373951727727
Signature 10	2.354831305249119	7.9380390126279305	5.8414350042195125	3.3446538643584317e-4	46.241144223067444	0.30874319625386676	2.486091427206782	11.15072182231259	26.04350759525212
Signature 11	41.14005771132725	52.626827911903426	51.95125401544884	0.042582128311532706	152.18768751198206	8.587092475582002	31.307844812283292	71.40518020761218	107.45654290557803
Signature 12	48.363264459352514	70.51954082218498	63.51117436606871	0.17147782749836019	258.4045702351891	2.6544313663295465	33.28351651998705	103.48892344495432	182.78647119123866
Signature 13	13.151059244061607	15.222686325200785	13.505823294961179	0.037855948539328596	61.89352534075597	0.610945380290925	6.3750956601851785	21.74210264015479	40.545257485453284
Signature 14	2.91761372821599	9.849844085217834	7.237975941486248	0.021389475665721677	65.77774910544228	0.30655731988468427	3.0685068459644445	13.863907061133153	36.2068757687642
Signature 15	3.6243214003077826	11.247874753007432	8.51478078344087	0.004076197109678728	60.71891672230948	0.307249782545252	3.7745991388309688	16.375757290341326	37.491063435819896
Signature 16	313.8338202249744	316.9071330817187	315.6960241925028	16.88807143201916	632.651397944022	121.41378708354321	256.7385734744968	378.9330986882787	506.7073030745101
Signature 17	5.465677883697936	14.15774614595243	10.657475495508152	0.020588614984457337	75.39257220684613	0.3778695777899183	4.995050924971357	20.01965545660661	43.96613822542589
Signature 18	1.966982232575576	6.590851986753159	4.802420155433837	0.05241983840239103	39.600296759995096	0.2540289217187774	2.014891693021456	8.980876765493555	22.87949235138934
Signature 19	9.990858779004839	27.499723902993356	22.10029075528425	0.10688986783019144	113.60267286754585	1.3913023376497675	10.498030525904888	39.15577457825765	83.43332282637898
Signature 20	5.509240094929613	17.92230337412077	13.315107730890464	0.034507593237920554	99.3193936889467	0.5962122517348547	5.294686084736305	26.443180932573657	63.5684413839466
Signature 21	5.353524708079323	18.666235533326173	14.75421816556834	0.05436365961255786	121.4190298761166	0.34473649971811804	5.812568865141352	27.220980955236115	60.17253782557371
Signature 22	1.9799754561735075	7.033518757125679	4.772315304293933	0.006127380662075343	43.954838683573165	0.11932725277034224	1.8848964257961858	10.26427569599009	25.639729039515267
Signature 23	3.1265027784442836	13.188951153632077	9.96673295955577	0.012393940150316026	72.60856497196188	0.16912872673999035	3.4094883928800694	19.363684006860247	44.65003106681271
Signature 24	2.12400357128631	7.790559188197655	5.830044018444539	0.0017190235741699003	45.44645207996212	0.1726356221573305	2.314859362156645	11.313548741925942	27.18351479593525
Signature 25	220.96600935886002	222.31435773851769	224.52367478935554	40.00679092860314	441.74762197444915	87.7962129712333	179.5483067868999	268.9073176800913	360.9241356266404
Signature 26	5.43198326160646	21.25377187431599	15.688570149201457	0.12417300672524739	122.3824443714387	0.6063267100444932	6.034923157297779	29.801892975454617	70.99640937993394
Signature 27	7.268904630313213	13.859830574971614	11.756882178589633	0.05556010021842422	54.035102218298945	0.7482036586417709	6.04194458797989	19.59118788211613	38.08923254546419
Signature 28	16.707292621816826	29.60896586865109	27.271871240109157	0.43630756864745557	102.71007566411738	2.2913022683728843	14.913476970853743	41.56943327925711	69.01611598294865
Signature 29	3.567458795812409	11.792519043123338	8.836905549778042	0.015270826733613838	55.91940614134935	0.3285160101183426	3.8433803523596017	17.019705023408882	37.93193109520797
Signature 30	11.423791763352341	38.63371939945454	32.259601024906885	0.1485023793138123	177.15332095893424	1.406561545304694	13.543764818181067	57.213043766122375	113.45016424402802
